AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
35-44,A,50-74K,Unknown,2 Adults No Kids,3,2,1494
25-34,A,25-34K,Renter,1 Adult Kids,4,1,1495
35-44,B,15-24K,Homeowner,Unknown,4,1,1496
65+,A,125-149K,Homeowner,1 Adult Kids,2,None/Unknown,1497
55-64,U,175-199K,Unknown,2 Adults Kids,3,1,1498
25-34,A,100-124K,Probable Owner,2 Adults Kids,1,3+,1499
25-34,A,50-74K,Unknown,1 Adult Kids,5+,1,1500
55-64,B,175-199K,Renter,1 Adult Kids,3,None/Unknown,1501
25-34,B,250K+,Probable Renter,Single Female,4,None/Unknown,1502
55-64,U,15-24K,Probable Renter,Unknown,4,2,1503
45-54,B,50-74K,Homeowner,Single Male,3,3+,1504
25-34,U,200-249K,Renter,Single Female,4,3+,1505
19-24,A,250K+,Homeowner,1 Adult Kids,3,None/Unknown,1506
25-34,A,175-199K,Renter,Single Female,1,3+,1507
45-54,A,150-174K,Renter,Single Male,1,2,1508
55-64,B,Under 15K,Probable Owner,2 Adults No Kids,1,2,1509
55-64,A,125-149K,Renter,Single Female,3,None/Unknown,1510
25-34,A,35-49K,Probable Renter,1 Adult Kids,2,None/Unknown,1511
65+,B,75-99K,Probable Owner,2 Adults No Kids,2,None/Unknown,1512
35-44,B,50-74K,Unknown,Single Male,2,3+,1513
35-44,A,50-74K,Unknown,2 Adults No Kids,2,3+,1514
65+,A,25-34K,Probable Owner,1 Adult Kids,2,None/Unknown,1515
45-54,B,150-174K,Unknown,Single Female,4,1,1516
25-34,B,15-24K,Renter,2 Adults No Kids,3,None/Unknown,1517
55-64,U,175-199K,Unknown,Single Female,4,1,1518
55-64,B,200-249K,Probable Owner,Single Male,1,2,1519
35-44,U,15-24K,Probable Renter,Single Male,3,3+,1520
19-24,B,25-34K,Probable Owner,1 Adult Kids,4,2,1521
35-44,A,75-99K,Renter,Unknown,4,2,1522
45-54,B,125-149K,Homeowner,2 Adults No Kids,2,2,1523
55-64,B,35-49K,Unknown,Unknown,5+,2,1524
65+,A,100-124K,Probable Owner,Single Male,3,None/Unknown,1525
19-24,U,35-49K,Homeowner,2 Adults Kids,3,1,1526
19-24,B,15-24K,Renter,2 Adults No Kids,2,2,1527
65+,A,175-199K,Probable Owner,2 Adults No Kids,2,2,1528
35-44,A,100-124K,Probable Renter,Single Male,1,2,1529
25-34,A,15-24K,Probable Renter,2 Adults No Kids,4,1,1530
55-64,B,35-49K,Probable Owner,Unknown,4,1,1531
25-34,U,250K+,Homeowner,2 Adults Kids,1,None/Unknown,1532
65+,A,200-249K,Homeowner,2 Adults No Kids,3,2,1533
25-34,B,15-24K,Unknown,1 Adult Kids,2,1,1534
25-34,B,100-124K,Probable Owner,Unknown,5+,3+,1535
65+,U,200-249K,Unknown,1 Adult Kids,4,2,1536
45-54,B,50-74K,Homeowner,1 Adult Kids,3,2,1537
55-64,A,100-124K,Probable Owner,Unknown,2,None/Unknown,1538
55-64,A,75-99K,Unknown,Single Male,2,None/Unknown,1539
35-44,A,250K+,Probable Renter,Single Male,2,1,1540
19-24,U,35-49K,Probable Renter,Unknown,5+,3+,1541
65+,U,125-149K,Unknown,1 Adult Kids,5+,3+,1542
55-64,A,Under 15K,Probable Owner,Single Male,4,3+,1543
19-24,B,200-249K,Homeowner,2 Adults No Kids,1,None/Unknown,1544
45-54,U,25-34K,Probable Renter,Single Male,5+,3+,1545
25-34,U,200-249K,Unknown,Unknown,3,3+,1546
35-44,U,150-174K,Homeowner,2 Adults Kids,3,2,1547
19-24,B,35-49K,Homeowner,2 Adults No Kids,1,2,1548
65+,A,35-49K,Renter,1 Adult Kids,3,2,1549
45-54,B,15-24K,Homeowner,2 Adults Kids,1,2,1550
65+,U,175-199K,Renter,1 Adult Kids,1,2,1551
25-34,U,125-149K,Probable Owner,Single Female,4,None/Unknown,1552
19-24,U,25-34K,Homeowner,Single Female,2,None/Unknown,1553
65+,A,35-49K,Probable Renter,Single Female,3,2,1554
35-44,B,75-99K,Probable Renter,2 Adults Kids,1,3+,1555
35-44,B,25-34K,Probable Renter,1 Adult Kids,5+,3+,1556
25-34,U,100-124K,Probable Owner,2 Adults Kids,1,3+,1557
25-34,B,Under 15K,Homeowner,2 Adults No Kids,1,None/Unknown,1558
45-54,B,50-74K,Unknown,Single Male,4,2,1559
65+,A,75-99K,Renter,2 Adults No Kids,1,3+,1560
25-34,B,25-34K,Homeowner,2 Adults Kids,3,2,1561
35-44,B,200-249K,Renter,1 Adult Kids,2,2,1562
25-34,U,200-249K,Probable Renter,Unknown,3,1,1563
55-64,U,50-74K,Homeowner,2 Adults No Kids,5+,3+,1564
65+,U,25-34K,Probable Owner,2 Adults Kids,1,1,1565
65+,U,35-49K,Probable Renter,2 Adults Kids,3,None/Unknown,1566
19-24,A,200-249K,Renter,Single Male,2,None/Unknown,1567
19-24,A,150-174K,Probable Owner,1 Adult Kids,3,1,1568
35-44,U,150-174K,Probable Owner,2 Adults Kids,5+,2,1569
55-64,A,15-24K,Probable Renter,Single Male,4,3+,1570
55-64,U,75-99K,Renter,Single Male,3,2,1571
45-54,A,125-149K,Probable Renter,1 Adult Kids,2,3+,1572
45-54,U,200-249K,Probable Renter,Single Male,1,None/Unknown,1573
35-44,B,125-149K,Unknown,Single Female,2,3+,1574
19-24,U,75-99K,Homeowner,2 Adults Kids,5+,1,1575
19-24,U,15-24K,Probable Owner,2 Adults Kids,1,1,1576
45-54,B,75-99K,Unknown,Unknown,3,3+,1577
25-34,A,125-149K,Probable Renter,2 Adults Kids,3,1,1578
35-44,B,100-124K,Renter,2 Adults Kids,5+,2,1579
35-44,U,15-24K,Renter,Unknown,3,None/Unknown,1580
55-64,U,75-99K,Homeowner,Single Female,1,1,1581
35-44,U,150-174K,Renter,1 Adult Kids,2,3+,1582
45-54,A,50-74K,Homeowner,Single Female,4,2,1583
35-44,A,150-174K,Renter,Single Male,1,2,1584
45-54,B,35-49K,Probable Owner,2 Adults Kids,2,3+,1585
65+,U,100-124K,Unknown,Single Male,2,None/Unknown,1586
65+,B,200-249K,Renter,Unknown,1,3+,1587
55-64,B,Under 15K,Probable Owner,Single Female,4,3+,1588
65+,B,15-24K,Homeowner,Single Female,2,2,1589
65+,A,175-199K,Renter,1 Adult Kids,4,1,1590
55-64,U,35-49K,Probable Renter,2 Adults No Kids,5+,2,1591
25-34,B,Under 15K,Unknown,Single Male,2,2,1592
65+,A,25-34K,Homeowner,Single Female,1,1,1593
55-64,U,125-149K,Probable Renter,Single Female,2,3+,1594
19-24,B,50-74K,Unknown,1 Adult Kids,4,None/Unknown,1595
55-64,U,35-49K,Homeowner,Unknown,5+,2,1596
45-54,B,25-34K,Probable Owner,1 Adult Kids,2,1,1597
55-64,A,125-149K,Homeowner,1 Adult Kids,3,3+,1598
19-24,U,100-124K,Unknown,Single Female,5+,None/Unknown,1599
45-54,U,15-24K,Renter,Unknown,3,None/Unknown,1600
19-24,U,150-174K,Unknown,1 Adult Kids,4,1,1601
45-54,A,50-74K,Homeowner,Unknown,5+,3+,1602
25-34,B,50-74K,Probable Owner,1 Adult Kids,3,3+,1603
35-44,U,25-34K,Renter,2 Adults No Kids,2,1,1604
25-34,U,50-74K,Probable Renter,Unknown,3,2,1605
45-54,A,125-149K,Probable Owner,2 Adults No Kids,4,3+,1606
25-34,A,100-124K,Unknown,Single Male,2,2,1607
65+,B,100-124K,Probable Owner,Unknown,1,1,1608
65+,A,250K+,Probable Owner,Single Female,2,3+,1609
25-34,B,25-34K,Probable Renter,Unknown,4,3+,1610
45-54,A,125-149K,Renter,Unknown,1,1,1611
65+,A,Under 15K,Probable Renter,Unknown,5+,3+,1612
19-24,B,35-49K,Probable Renter,Single Male,4,2,1613
45-54,A,75-99K,Probable Renter,Single Female,2,3+,1614
55-64,B,150-174K,Unknown,2 Adults No Kids,3,None/Unknown,1615
19-24,A,175-199K,Probable Renter,Single Male,1,1,1616
35-44,U,175-199K,Renter,Single Male,4,None/Unknown,1617
65+,B,25-34K,Renter,Single Female,3,3+,1618
55-64,B,125-149K,Probable Renter,Single Male,2,None/Unknown,1619
35-44,B,35-49K,Probable Owner,Single Male,4,1,1620
35-44,A,150-174K,Probable Renter,Single Male,2,1,1621
45-54,A,25-34K,Renter,2 Adults No Kids,2,2,1622
55-64,U,50-74K,Probable Renter,Single Female,2,None/Unknown,1623
65+,A,50-74K,Probable Owner,1 Adult Kids,1,2,1624
25-34,U,Under 15K,Probable Owner,1 Adult Kids,2,None/Unknown,1625
25-34,U,175-199K,Probable Renter,1 Adult Kids,3,3+,1626
65+,U,200-249K,Probable Renter,2 Adults No Kids,2,None/Unknown,1627
45-54,B,15-24K,Renter,Single Male,3,2,1628
55-64,U,250K+,Homeowner,2 Adults No Kids,2,1,1629
55-64,U,125-149K,Renter,2 Adults Kids,3,None/Unknown,1630
45-54,B,15-24K,Homeowner,2 Adults Kids,1,3+,1631
45-54,A,25-34K,Unknown,2 Adults No Kids,3,2,1632
55-64,A,125-149K,Homeowner,Single Male,1,None/Unknown,1633
45-54,A,75-99K,Unknown,2 Adults No Kids,5+,None/Unknown,1634
65+,U,25-34K,Probable Owner,2 Adults No Kids,3,None/Unknown,1635
55-64,B,75-99K,Homeowner,2 Adults No Kids,3,3+,1636
25-34,U,25-34K,Renter,2 Adults No Kids,2,1,1637
65+,U,75-99K,Renter,Unknown,3,None/Unknown,1638
19-24,B,35-49K,Probable Owner,1 Adult Kids,4,2,1639
25-34,U,175-199K,Renter,2 Adults No Kids,2,2,1640
19-24,A,125-149K,Unknown,Single Male,1,3+,1641
55-64,U,125-149K,Homeowner,Unknown,5+,2,1642
55-64,U,35-49K,Probable Owner,1 Adult Kids,5+,1,1643
19-24,B,50-74K,Probable Renter,1 Adult Kids,3,1,1644
35-44,U,50-74K,Probable Owner,1 Adult Kids,5+,3+,1645
55-64,A,150-174K,Renter,2 Adults Kids,2,1,1646
25-34,U,35-49K,Unknown,Single Female,2,2,1647
65+,A,25-34K,Renter,1 Adult Kids,4,1,1648
65+,A,125-149K,Probable Renter,Unknown,3,1,1649
45-54,B,15-24K,Probable Renter,Single Female,2,3+,1650
19-24,A,150-174K,Renter,2 Adults Kids,3,None/Unknown,1651
19-24,A,25-34K,Homeowner,Single Female,3,3+,1652
25-34,B,35-49K,Homeowner,2 Adults Kids,1,3+,1653
55-64,A,200-249K,Probable Owner,1 Adult Kids,5+,None/Unknown,1654
35-44,B,35-49K,Probable Renter,2 Adults Kids,2,2,1655
19-24,A,50-74K,Renter,1 Adult Kids,1,2,1656
65+,B,Under 15K,Unknown,Single Male,3,3+,1657
55-64,B,100-124K,Probable Renter,2 Adults Kids,3,3+,1658
55-64,B,175-199K,Probable Owner,Single Male,5+,2,1659
65+,U,175-199K,Unknown,Single Female,3,3+,1660
55-64,B,Under 15K,Probable Renter,1 Adult Kids,3,2,1661
55-64,B,Under 15K,Unknown,Single Male,5+,None/Unknown,1662
25-34,B,35-49K,Renter,2 Adults Kids,2,1,1663
45-54,U,100-124K,Renter,Unknown,5+,None/Unknown,1664
55-64,A,25-34K,Homeowner,2 Adults No Kids,5+,3+,1665
45-54,U,35-49K,Renter,Single Female,2,1,1666
35-44,A,250K+,Renter,1 Adult Kids,1,3+,1667
35-44,U,50-74K,Unknown,2 Adults Kids,4,1,1668
35-44,B,25-34K,Renter,2 Adults Kids,1,None/Unknown,1669
65+,U,15-24K,Probable Renter,Single Male,3,2,1670
55-64,A,25-34K,Probable Owner,2 Adults Kids,2,1,1671
19-24,B,Under 15K,Probable Owner,1 Adult Kids,5+,1,1672
65+,U,75-99K,Probable Owner,Single Female,5+,None/Unknown,1673
45-54,B,75-99K,Probable Owner,Single Female,4,1,1674
19-24,A,100-124K,Homeowner,Single Male,4,3+,1675
19-24,U,200-249K,Probable Renter,1 Adult Kids,3,None/Unknown,1676
25-34,U,250K+,Probable Renter,2 Adults Kids,1,3+,1677
19-24,A,75-99K,Renter,2 Adults No Kids,5+,1,1678
25-34,U,35-49K,Probable Owner,Single Male,5+,3+,1679
19-24,B,125-149K,Unknown,Single Male,1,3+,1680
19-24,U,15-24K,Unknown,Unknown,5+,2,1681
19-24,B,125-149K,Renter,1 Adult Kids,5+,None/Unknown,1682
45-54,B,125-149K,Probable Renter,1 Adult Kids,4,3+,1683
25-34,A,15-24K,Probable Owner,Single Female,1,None/Unknown,1684
35-44,U,15-24K,Renter,Single Female,4,1,1685
65+,U,100-124K,Unknown,Unknown,4,None/Unknown,1686
35-44,B,100-124K,Probable Owner,Single Male,5+,1,1687
19-24,A,25-34K,Homeowner,Single Male,4,None/Unknown,1688
25-34,B,75-99K,Renter,2 Adults No Kids,5+,2,1689
35-44,A,125-149K,Unknown,Single Male,2,3+,1690
65+,B,200-249K,Renter,2 Adults Kids,3,2,1691
45-54,U,50-74K,Unknown,Single Male,2,2,1692
65+,A,25-34K,Unknown,Single Male,3,1,1693
65+,A,75-99K,Probable Owner,Single Male,5+,2,1694
35-44,U,250K+,Homeowner,Unknown,2,None/Unknown,1695
55-64,B,125-149K,Homeowner,Unknown,3,3+,1696
35-44,A,250K+,Unknown,1 Adult Kids,1,None/Unknown,1697
45-54,B,200-249K,Probable Renter,Single Male,5+,2,1698
65+,A,250K+,Probable Owner,Single Female,5+,3+,1699
65+,B,15-24K,Probable Owner,Single Male,2,2,1700
25-34,U,125-149K,Probable Owner,Single Male,3,None/Unknown,1701
55-64,U,175-199K,Probable Owner,Single Female,4,2,1702
35-44,A,200-249K,Homeowner,Unknown,2,3+,1703
19-24,U,250K+,Homeowner,1 Adult Kids,4,3+,1704
19-24,A,35-49K,Homeowner,2 Adults No Kids,3,2,1705
25-34,A,150-174K,Unknown,Single Male,5+,3+,1706
35-44,A,250K+,Renter,Unknown,1,1,1707
45-54,U,150-174K,Probable Renter,2 Adults Kids,2,None/Unknown,1708
65+,B,125-149K,Renter,Unknown,4,3+,1709
65+,B,125-149K,Probable Owner,Single Female,4,1,1710
25-34,B,75-99K,Probable Owner,Unknown,1,None/Unknown,1711
55-64,A,75-99K,Unknown,2 Adults No Kids,1,3+,1712
55-64,B,200-249K,Renter,2 Adults No Kids,5+,1,1713
45-54,B,175-199K,Probable Owner,2 Adults No Kids,1,3+,1714
35-44,U,200-249K,Unknown,1 Adult Kids,4,1,1715
55-64,U,100-124K,Unknown,Unknown,5+,2,1716
55-64,U,Under 15K,Unknown,Single Male,5+,None/Unknown,1717
65+,U,150-174K,Probable Owner,Single Female,5+,1,1718
65+,A,75-99K,Homeowner,1 Adult Kids,5+,1,1719
55-64,A,175-199K,Unknown,Single Female,3,1,1720
55-64,U,200-249K,Renter,2 Adults No Kids,4,3+,1721
25-34,U,15-24K,Probable Renter,2 Adults No Kids,2,1,1722
25-34,B,35-49K,Probable Renter,1 Adult Kids,5+,3+,1723
55-64,U,35-49K,Homeowner,2 Adults No Kids,5+,2,1724
45-54,U,100-124K,Renter,2 Adults Kids,1,None/Unknown,1725
45-54,U,50-74K,Renter,2 Adults Kids,3,1,1726
65+,A,250K+,Probable Owner,Unknown,2,2,1727
19-24,U,75-99K,Homeowner,2 Adults No Kids,4,1,1728
35-44,U,250K+,Renter,Single Female,4,None/Unknown,1729
19-24,A,Under 15K,Probable Renter,Unknown,3,2,1730
45-54,B,200-249K,Unknown,2 Adults No Kids,5+,3+,1731
55-64,U,250K+,Probable Owner,Single Female,2,3+,1732
65+,A,50-74K,Probable Owner,Single Male,5+,3+,1733
25-34,B,15-24K,Probable Owner,2 Adults Kids,3,1,1734
25-34,U,125-149K,Probable Renter,2 Adults Kids,4,2,1735
65+,B,100-124K,Homeowner,2 Adults No Kids,3,1,1736
65+,A,100-124K,Unknown,Single Male,2,3+,1737
19-24,U,Under 15K,Probable Renter,2 Adults No Kids,5+,2,1738
55-64,B,150-174K,Probable Owner,Unknown,2,1,1739
45-54,U,35-49K,Unknown,Unknown,5+,None/Unknown,1740
45-54,U,35-49K,Homeowner,2 Adults No Kids,4,1,1741
19-24,U,125-149K,Unknown,2 Adults Kids,4,None/Unknown,1742
45-54,U,25-34K,Homeowner,2 Adults No Kids,3,None/Unknown,1743
19-24,U,100-124K,Probable Owner,1 Adult Kids,3,2,1744
19-24,B,15-24K,Renter,2 Adults Kids,5+,1,1745
25-34,B,25-34K,Probable Owner,2 Adults No Kids,2,3+,1746
45-54,A,125-149K,Probable Owner,Single Male,2,None/Unknown,1747
65+,B,Under 15K,Renter,Single Male,5+,2,1748
65+,U,25-34K,Probable Renter,Single Female,2,1,1749
65+,U,125-149K,Unknown,Unknown,4,3+,1750
25-34,A,175-199K,Homeowner,Single Male,3,3+,1751
65+,U,35-49K,Renter,1 Adult Kids,1,2,1752
65+,B,125-149K,Probable Owner,Unknown,5+,3+,1753
45-54,B,75-99K,Homeowner,2 Adults No Kids,2,1,1754
25-34,U,25-34K,Unknown,1 Adult Kids,5+,3+,1755
55-64,U,150-174K,Probable Owner,Single Male,3,2,1756
25-34,B,100-124K,Unknown,1 Adult Kids,3,None/Unknown,1757
25-34,B,25-34K,Probable Owner,1 Adult Kids,3,None/Unknown,1758
19-24,A,100-124K,Probable Renter,Single Female,5+,3+,1759
55-64,U,100-124K,Homeowner,Unknown,2,2,1760
65+,B,125-149K,Probable Renter,2 Adults No Kids,1,1,1761
25-34,U,Under 15K,Probable Owner,Unknown,4,2,1762
25-34,B,150-174K,Probable Owner,Single Male,5+,3+,1763
55-64,A,25-34K,Renter,2 Adults No Kids,1,3+,1764
25-34,U,250K+,Homeowner,Single Female,5+,3+,1765
65+,U,175-199K,Renter,Unknown,1,None/Unknown,1766
25-34,U,200-249K,Unknown,2 Adults No Kids,5+,2,1767
25-34,U,150-174K,Renter,2 Adults Kids,3,1,1768
25-34,U,175-199K,Unknown,2 Adults No Kids,4,1,1769
55-64,B,125-149K,Renter,2 Adults No Kids,1,3+,1770
35-44,A,35-49K,Probable Owner,Single Female,4,3+,1771
35-44,B,35-49K,Unknown,Single Male,1,3+,1772
65+,U,100-124K,Unknown,Single Male,5+,1,1773
19-24,A,175-199K,Homeowner,2 Adults Kids,5+,None/Unknown,1774
45-54,B,15-24K,Unknown,Single Male,5+,3+,1775
25-34,A,35-49K,Unknown,Unknown,2,3+,1776
65+,B,25-34K,Probable Renter,1 Adult Kids,1,1,1777
19-24,A,25-34K,Probable Renter,1 Adult Kids,5+,None/Unknown,1778
25-34,B,100-124K,Homeowner,Unknown,1,2,1779
35-44,B,125-149K,Homeowner,Unknown,2,None/Unknown,1780
19-24,A,50-74K,Unknown,2 Adults Kids,4,None/Unknown,1781
25-34,B,100-124K,Homeowner,2 Adults No Kids,5+,3+,1782
45-54,A,125-149K,Unknown,2 Adults Kids,4,2,1783
35-44,U,75-99K,Probable Owner,Single Male,3,1,1784
19-24,B,25-34K,Probable Owner,Unknown,5+,1,1785
19-24,U,15-24K,Unknown,2 Adults Kids,3,None/Unknown,1786
35-44,U,50-74K,Probable Owner,1 Adult Kids,3,2,1787
35-44,B,50-74K,Renter,1 Adult Kids,4,None/Unknown,1788
25-34,A,25-34K,Probable Owner,2 Adults No Kids,4,3+,1789
45-54,U,50-74K,Probable Renter,Single Female,1,None/Unknown,1790
45-54,A,175-199K,Probable Renter,2 Adults No Kids,1,None/Unknown,1791
45-54,A,50-74K,Unknown,Single Female,3,2,1792
35-44,U,35-49K,Probable Renter,2 Adults No Kids,1,1,1793
55-64,A,50-74K,Unknown,Unknown,1,3+,1794
25-34,U,125-149K,Probable Renter,Unknown,4,3+,1795
19-24,A,200-249K,Homeowner,Unknown,2,3+,1796
25-34,A,25-34K,Probable Owner,1 Adult Kids,5+,2,1797
55-64,B,150-174K,Renter,Single Male,3,3+,1798
19-24,B,100-124K,Probable Renter,Single Male,3,1,1799
65+,U,200-249K,Probable Owner,2 Adults No Kids,1,1,1800
55-64,A,50-74K,Renter,Single Female,1,2,1801
55-64,U,125-149K,Homeowner,Unknown,5+,3+,1802
45-54,U,250K+,Probable Owner,Single Male,1,1,1803
35-44,A,250K+,Probable Renter,2 Adults Kids,5+,1,1804
55-64,U,Under 15K,Probable Renter,2 Adults Kids,1,3+,1805
35-44,A,200-249K,Homeowner,Single Female,3,3+,1806
35-44,U,Under 15K,Renter,Single Female,3,1,1807
19-24,U,175-199K,Unknown,Single Male,3,None/Unknown,1808
65+,B,150-174K,Homeowner,1 Adult Kids,5+,1,1809
19-24,U,150-174K,Renter,2 Adults Kids,5+,3+,1810
35-44,B,250K+,Probable Renter,2 Adults No Kids,3,1,1811
65+,U,15-24K,Probable Renter,Single Female,3,None/Unknown,1812
55-64,U,15-24K,Homeowner,1 Adult Kids,1,3+,1813
55-64,U,Under 15K,Homeowner,2 Adults Kids,5+,2,1814
19-24,B,200-249K,Unknown,Unknown,4,None/Unknown,1815
19-24,U,25-34K,Probable Renter,Single Male,1,3+,1816
19-24,U,25-34K,Homeowner,Single Male,2,2,1817
35-44,A,250K+,Probable Renter,Single Female,2,2,1818
65+,A,25-34K,Homeowner,Single Female,1,None/Unknown,1819
45-54,U,150-174K,Probable Renter,Single Male,1,1,1820
65+,A,125-149K,Unknown,2 Adults No Kids,3,1,1821
35-44,U,150-174K,Unknown,2 Adults No Kids,5+,1,1822
55-64,A,Under 15K,Renter,2 Adults Kids,4,3+,1823
19-24,U,150-174K,Homeowner,2 Adults Kids,1,2,1824
65+,B,150-174K,Probable Renter,Single Male,2,3+,1825
35-44,U,75-99K,Unknown,2 Adults Kids,2,3+,1826
25-34,B,Under 15K,Renter,1 Adult Kids,3,3+,1827
65+,U,75-99K,Probable Owner,1 Adult Kids,1,3+,1828
35-44,A,15-24K,Renter,Unknown,4,1,1829
19-24,U,125-149K,Homeowner,2 Adults No Kids,1,None/Unknown,1830
35-44,A,50-74K,Homeowner,1 Adult Kids,2,3+,1831
45-54,A,75-99K,Probable Renter,1 Adult Kids,5+,None/Unknown,1832
65+,A,250K+,Homeowner,Single Female,3,1,1833
25-34,U,175-199K,Unknown,Single Male,2,None/Unknown,1834
45-54,U,75-99K,Homeowner,Single Male,2,2,1835
55-64,U,50-74K,Probable Owner,Single Male,3,1,1836
25-34,A,25-34K,Probable Owner,Single Female,5+,3+,1837
55-64,B,100-124K,Renter,Single Female,1,1,1838
45-54,U,25-34K,Unknown,Single Female,5+,1,1839
35-44,A,100-124K,Homeowner,2 Adults Kids,4,None/Unknown,1840
35-44,B,200-249K,Probable Owner,Single Female,3,3+,1841
55-64,A,15-24K,Probable Owner,Single Male,2,2,1842
25-34,U,75-99K,Homeowner,Single Female,2,3+,1843
45-54,B,175-199K,Probable Renter,Unknown,3,None/Unknown,1844
55-64,U,25-34K,Probable Renter,Single Female,4,1,1845
55-64,A,35-49K,Homeowner,Single Male,4,3+,1846
19-24,B,200-249K,Homeowner,2 Adults No Kids,3,2,1847
55-64,A,35-49K,Renter,2 Adults Kids,3,None/Unknown,1848
19-24,U,15-24K,Probable Owner,2 Adults No Kids,2,1,1849
55-64,B,125-149K,Probable Renter,1 Adult Kids,2,3+,1850
19-24,A,100-124K,Unknown,Unknown,1,2,1851
19-24,A,Under 15K,Homeowner,2 Adults No Kids,5+,None/Unknown,1852
55-64,U,50-74K,Unknown,2 Adults Kids,3,2,1853
45-54,B,50-74K,Homeowner,2 Adults Kids,5+,1,1854
19-24,U,35-49K,Renter,2 Adults No Kids,3,None/Unknown,1855
65+,A,Under 15K,Renter,Single Female,1,3+,1856
45-54,A,175-199K,Probable Renter,Single Male,4,1,1857
55-64,U,100-124K,Homeowner,2 Adults No Kids,2,2,1858
19-24,U,100-124K,Renter,Unknown,1,None/Unknown,1859
45-54,U,150-174K,Renter,2 Adults No Kids,3,None/Unknown,1860
25-34,B,50-74K,Renter,Single Female,1,1,1861
19-24,B,125-149K,Unknown,1 Adult Kids,1,None/Unknown,1862
55-64,U,200-249K,Renter,2 Adults No Kids,4,3+,1863
55-64,U,175-199K,Renter,Single Male,4,2,1864
65+,A,100-124K,Renter,Single Female,1,1,1865
35-44,U,150-174K,Unknown,1 Adult Kids,4,3+,1866
35-44,B,175-199K,Probable Renter,Unknown,1,None/Unknown,1867
19-24,A,Under 15K,Homeowner,Single Female,1,1,1868
55-64,U,15-24K,Renter,2 Adults No Kids,5+,2,1869
35-44,A,125-149K,Renter,Single Male,1,None/Unknown,1870
35-44,U,250K+,Probable Owner,Single Male,4,3+,1871
55-64,U,250K+,Homeowner,Single Male,4,1,1872
65+,U,35-49K,Homeowner,2 Adults No Kids,1,2,1873
25-34,B,50-74K,Homeowner,1 Adult Kids,3,None/Unknown,1874
19-24,U,125-149K,Probable Owner,Unknown,4,2,1875
25-34,A,150-174K,Probable Owner,Single Female,4,3+,1876
65+,A,100-124K,Probable Owner,2 Adults No Kids,4,3+,1877
55-64,U,35-49K,Homeowner,1 Adult Kids,5+,2,1878
35-44,U,150-174K,Unknown,Single Female,4,1,1879
45-54,B,250K+,Probable Renter,Single Male,4,3+,1880
55-64,B,250K+,Homeowner,Single Female,1,3+,1881
45-54,B,100-124K,Probable Renter,Unknown,2,3+,1882
65+,A,50-74K,Probable Renter,2 Adults Kids,5+,2,1883
65+,U,175-199K,Renter,2 Adults Kids,5+,3+,1884
45-54,B,100-124K,Renter,2 Adults No Kids,5+,2,1885
55-64,U,75-99K,Renter,Unknown,2,3+,1886
45-54,U,25-34K,Renter,1 Adult Kids,4,None/Unknown,1887
45-54,B,200-249K,Probable Owner,Single Female,1,3+,1888
45-54,A,15-24K,Homeowner,Unknown,2,1,1889
55-64,B,15-24K,Probable Owner,Single Male,1,None/Unknown,1890
25-34,U,Under 15K,Renter,Unknown,3,1,1891
35-44,U,35-49K,Renter,Single Female,3,2,1892
35-44,B,Under 15K,Unknown,Single Male,2,None/Unknown,1893
55-64,U,50-74K,Unknown,Single Male,4,2,1894
35-44,U,75-99K,Homeowner,Single Male,3,3+,1895
35-44,B,Under 15K,Probable Renter,2 Adults Kids,5+,1,1896
55-64,A,250K+,Homeowner,Single Female,4,3+,1897
25-34,B,Under 15K,Homeowner,Unknown,4,3+,1898
35-44,B,75-99K,Probable Renter,1 Adult Kids,5+,2,1899
19-24,B,150-174K,Unknown,Unknown,2,None/Unknown,1900
25-34,A,15-24K,Homeowner,Unknown,1,1,1901
19-24,U,175-199K,Probable Owner,2 Adults Kids,1,None/Unknown,1902
35-44,U,200-249K,Renter,1 Adult Kids,4,3+,1903
19-24,A,150-174K,Probable Owner,2 Adults No Kids,3,1,1904
55-64,A,100-124K,Probable Renter,2 Adults No Kids,1,1,1905
25-34,B,75-99K,Homeowner,Single Female,5+,1,1906
35-44,U,200-249K,Probable Owner,Single Male,1,2,1907
45-54,B,250K+,Renter,Single Female,1,3+,1908
25-34,B,100-124K,Renter,Single Male,1,2,1909
19-24,A,175-199K,Homeowner,2 Adults No Kids,3,None/Unknown,1910
65+,A,250K+,Probable Owner,2 Adults Kids,1,1,1911
35-44,A,50-74K,Probable Renter,2 Adults No Kids,5+,None/Unknown,1912
19-24,B,200-249K,Homeowner,2 Adults No Kids,5+,2,1913
25-34,U,200-249K,Renter,Single Female,2,None/Unknown,1914
35-44,U,175-199K,Homeowner,2 Adults Kids,5+,1,1915
45-54,U,150-174K,Homeowner,2 Adults No Kids,4,3+,1916
45-54,U,15-24K,Unknown,Single Female,4,1,1917
19-24,A,15-24K,Probable Owner,Single Male,4,1,1918
35-44,B,175-199K,Probable Owner,Single Female,3,1,1919
25-34,U,100-124K,Renter,Unknown,4,2,1920
65+,B,125-149K,Unknown,1 Adult Kids,1,1,1921
35-44,B,125-149K,Renter,Single Female,2,1,1922
45-54,A,200-249K,Probable Owner,2 Adults No Kids,2,1,1923
