DESCRIPTION,CAMPAIGN,START_DAY,END_DAY
T06983,23,279,308
T06984,24,301,332
T06985,25,33,63
T06986,26,550,600
T06987,27,31,56
T06988,28,92,134
T06989,29,456,481
T06990,30,62,105
T06991,1,290,323
T06992,2,495,517
T06993,3,672,694
T06994,4,486,527
T06995,5,672,702
T06996,6,254,304
T06997,7,68,89
T06998,8,484,509
T06999,9,171,220
T07000,10,238,280
T07001,11,334,355
T07002,12,593,641
T07003,13,138,192
T07004,14,672,726
T07005,15,523,565
T07006,16,9,39
T07007,17,542,576
T07008,18,613,649
T07009,19,622,648
T07010,20,540,590
T07011,21,510,559
T07012,22,489,512
T07013,23,385,405
T07014,24,623,664
T07015,25,595,639
T07016,26,76,136
T07017,27,410,457
T07018,28,457,515
T07019,29,509,545
T07020,30,272,332
T07021,1,122,141
T07022,2,529,561
T07023,3,511,550
T07024,4,172,223
T07025,5,454,509
T07026,6,266,316
T07027,7,258,311
T07028,8,459,512
T07029,9,96,135
T07030,10,120,164
T07031,11,82,96
T07032,12,184,242
T07033,13,449,490
T07034,14,662,691
T07035,15,16,67
T07036,16,52,73
T07037,17,645,681
T07038,18,500,528
T07039,19,11,43
T07040,20,368,391
T07041,21,193,212
T07042,22,604,624
T07043,23,206,236
T07044,24,679,706
T07045,25,499,533
T07046,26,496,528
T07047,27,420,465
T07048,28,385,423
T07049,29,327,360
T07050,30,150,167
T07051,1,619,667
T07052,2,409,447
T07053,3,402,434
T07054,4,353,370
T07055,5,450,466
T07056,6,507,533
T07057,7,117,163
T07058,8,65,98
T07059,9,275,335
T07060,10,167,185
T07061,11,27,51
T07062,12,689,703
T07063,13,603,619
T07064,14,646,665
T07065,15,406,450
T07066,16,295,328
T07067,17,215,253
T07068,18,92,145
T07069,19,231,265
T07070,20,204,251
T07071,21,331,377
T07072,22,131,163
T07073,23,14,55
T07074,24,533,568
T07075,25,569,618
T07076,26,593,648
T07077,27,214,272
T07078,28,533,593
T07079,29,92,149
T07080,30,208,243
T07081,1,144,174
T07082,2,411,436
T07083,3,279,321
T07084,4,42,67
T07085,5,69,126
T07086,6,493,535
T07087,7,60,82
T07088,8,340,366
T07089,9,559,617
T07090,10,246,303
T07091,11,438,498
T07092,12,595,640
T07093,13,463,514
T07094,14,103,118
T07095,15,613,665
T07096,16,185,241
T07097,17,136,150
T07098,18,575,627
T07099,19,404,454
T07100,20,374,420
T07101,21,166,220
T07102,22,373,391
T07103,23,484,543
T07104,24,289,342
T07105,25,108,139
T07106,26,379,416
T07107,27,585,609
T07108,28,366,392
T07109,29,306,346
T07110,30,10,45
T07111,1,555,615
T07112,2,678,698
T07113,3,97,148
T07114,4,322,344
T07115,5,228,288
T07116,6,422,442
T07117,7,244,289
T07118,8,450,484
T07119,9,248,281
T07120,10,188,218
T07121,11,361,414
T07122,12,85,108
T07123,13,366,395
T07124,14,389,437
T07125,15,353,402
T07126,16,434,491
T07127,17,275,301
T07128,18,198,219
T07129,19,122,153
T07130,20,383,435
T07131,21,224,274
T07132,22,146,205
T07133,23,60,114
T07134,24,508,552
T07135,25,64,111
T07136,26,202,254
T07137,27,374,429
T07138,28,283,297
T07139,29,443,472
T07140,30,331,351
T07141,1,385,400
T07142,2,638,684
T07143,3,319,338
T07144,4,652,682
T07145,5,374,432
T07146,6,260,309
T07147,7,194,211
T07148,8,202,250
T07149,9,447,464
T07150,10,434,468
T07151,11,384,403
T07152,12,146,194
T07153,13,121,143
T07154,14,71,118
T07155,15,279,296
T07156,16,499,537
T07157,17,416,461
T07158,18,256,314
T07159,19,584,600
T07160,20,300,350
T07161,21,14,56
T07162,22,561,586
T07163,23,313,341
T07164,24,199,238
T07165,25,128,167
T07166,26,2,43
T07167,27,205,222
T07168,28,179,216
T07169,29,566,595
T07170,30,398,457
T07171,1,392,441
T07172,2,154,211
T07173,3,292,309
T07174,4,396,423
T07175,5,531,585
T07176,6,238,270
T07177,7,445,486
T07178,8,68,88
T07179,9,502,534
T07180,10,639,676
T07181,11,233,280
T07182,12,453,492
T07183,13,473,523
T07184,14,536,588
T07185,15,462,516
T07186,16,421,454
T07187,17,291,318
T07188,18,237,256
T07189,19,171,205
T07190,20,283,328
T07191,21,691,728
T07192,22,390,405
T07193,23,565,580
T07194,24,22,65
T07195,25,633,661
T07196,26,697,741
T07197,27,406,430
T07198,28,186,218
T07199,29,126,159
T07200,30,641,659
T07201,1,633,681
T07202,2,108,168
T07203,3,56,79
T07204,4,322,337
T07205,5,506,554
T07206,6,329,355
T07207,7,450,477
T07208,8,649,678
T07209,9,334,348
T07210,10,187,201
T07211,11,443,487
T07212,12,697,720
T07213,13,207,263
T07214,14,561,583
T07215,15,465,512
T07216,16,108,138
T07217,17,426,478
T07218,18,398,443
T07219,19,387,431
T07220,20,82,115
T07221,21,582,629
T07222,22,251,300
T07223,23,407,440
T07224,24,565,613
T07225,25,485,532
T07226,26,660,706
T07227,27,697,752
T07228,28,494,553
T07229,29,201,247
T07230,30,67,90
T07231,1,581,612
T07232,2,385,422
T07233,3,503,543
T07234,4,677,693
T07235,5,661,683
T07236,6,280,331
T07237,7,98,120
T07238,8,316,356
T07239,9,580,595
T07240,10,168,205
T07241,11,616,672
T07242,12,391,439
T07243,13,90,131
T07244,14,436,469
T07245,15,10,29
T07246,16,499,530
T07247,17,561,612
T07248,18,59,110
T07249,19,43,64
T07250,20,225,240
T07251,21,700,725
T07252,22,573,617
T07253,23,522,550
T07254,24,202,226
T07255,25,662,679
T07256,26,437,492
T07257,27,675,717
T07258,28,89,122
T07259,29,437,495
T07260,30,492,546
T07261,1,64,90
T07262,2,96,118
T07263,3,524,564
T07264,4,612,631
T07265,5,255,278
T07266,6,126,157
T07267,7,507,567
T07268,8,351,375
T07269,9,355,380
T07270,10,525,558
T07271,11,232,291
T07272,12,551,592
T07273,13,200,225
T07274,14,147,171
T07275,15,73,117
T07276,16,60,116
T07277,17,358,375
T07278,18,453,488
T07279,19,472,532
T07280,20,567,581
T07281,21,274,318
T07282,22,578,633
T07283,23,606,637
T07284,24,67,91
T07285,25,387,418
T07286,26,131,180
T07287,27,535,577
T07288,28,581,623
T07289,29,53,90
T07290,30,242,265
T07291,1,431,477
T07292,2,395,435
T07293,3,476,528
T07294,4,63,84
T07295,5,425,472
T07296,6,396,454
T07297,7,109,157
T07298,8,103,162
T07299,9,274,317
T07300,10,389,411
T07301,11,139,163
T07302,12,89,119
T07303,13,465,522
T07304,14,81,101
T07305,15,590,626
T07306,16,133,173
T07307,17,407,443
T07308,18,193,219
T07309,19,27,66
T07310,20,451,493
T07311,21,225,278
T07312,22,331,363
T07313,23,263,307
T07314,24,341,377
T07315,25,434,481
T07316,26,688,710
T07317,27,336,366
T07318,28,162,205
T07319,29,687,732
T07320,30,128,177
T07321,1,343,398
T07322,2,321,339
T07323,3,442,490
T07324,4,688,731
T07325,5,499,515
T07326,6,17,35
T07327,7,570,601
T07328,8,559,590
T07329,9,367,408
T07330,10,301,355
T07331,11,529,587
T07332,12,37,65
T07333,13,379,418
T07334,14,449,490
T07335,15,119,137
T07336,16,355,395
T07337,17,292,309
T07338,18,325,373
T07339,19,505,532
T07340,20,319,344
T07341,21,167,225
T07342,22,185,221
T07343,23,194,242
T07344,24,401,422
T07345,25,686,733
T07346,26,127,169
T07347,27,253,274
T07348,28,258,286
T07349,29,53,106
T07350,30,36,96
T07351,1,178,195
T07352,2,411,457
T07353,3,79,128
T07354,4,222,263
T07355,5,618,639
T07356,6,133,163
T07357,7,532,585
T07358,8,692,735
T07359,9,102,158
T07360,10,251,296
T07361,11,220,269
T07362,12,557,602
T07363,13,158,188
T07364,14,642,658
T07365,15,33,55
T07366,16,306,335
T07367,17,159,189
T07368,18,7,42
T07369,19,38,96
T07370,20,273,323
T07371,21,89,109
T07372,22,256,304
T07373,23,49,97
T07374,24,74,129
T07375,25,570,589
T07376,26,238,282
T07377,27,586,629
T07378,28,699,754
T07379,29,154,185
T07380,30,643,661
T07381,1,460,490
T07382,2,188,210
T07383,3,681,721
T07384,4,325,355
T07385,5,574,622
T07386,6,352,373
T07387,7,55,75
T07388,8,2,24
T07389,9,65,120
T07390,10,117,145
T07391,11,685,711
T07392,12,276,292
T07393,13,462,508
T07394,14,65,95
T07395,15,184,225
T07396,16,690,729
T07397,17,254,279
T07398,18,504,538
T07399,19,581,607
T07400,20,271,317
T07401,21,486,520
T07402,22,374,431
T07403,23,246,280
T07404,24,680,715
T07405,25,633,678
T07406,26,553,595
T07407,27,647,705
T07408,28,596,647
T07409,29,447,476
T07410,30,163,192
T07411,1,535,576
T07412,2,437,470
T07413,3,177,227
T07414,4,468,524
T07415,5,268,322
T07416,6,160,183
T07417,7,288,321
T07418,8,92,152
T07419,9,455,491
T07420,10,213,265
T07421,11,435,479
T07422,12,478,515
T07423,13,225,265
T07424,14,142,163
T07425,15,8,31
T07426,16,497,525
T07427,17,344,393
T07428,18,65,82
T07429,19,452,510
T07430,20,607,624
T07431,21,154,186
T07432,22,497,534
T07433,23,419,463
T07434,24,643,657
T07435,25,481,537
T07436,26,496,512
T07437,27,190,208
T07438,28,270,314
T07439,29,266,303
T07440,30,324,340
T07441,1,83,138
T07442,2,280,329
T07443,3,650,672
T07444,4,211,242
T07445,5,673,715
T07446,6,622,672
T07447,7,230,251
T07448,8,547,578
T07449,9,342,398
T07450,10,452,486
T07451,11,290,316
T07452,12,90,132
T07453,13,58,99
T07454,14,508,557
T07455,15,202,240
T07456,16,497,538
T07457,17,18,75
T07458,18,402,452
T07459,19,440,487
T07460,20,467,517
T07461,21,632,692
T07462,22,129,176
T07463,23,392,421
T07464,24,53,101
T07465,25,176,210
T07466,26,227,282
T07467,27,636,652
T07468,28,20,56
T07469,29,273,301
T07470,30,65,103
T07471,1,666,708
T07472,2,8,39
T07473,3,52,82
T07474,4,577,600
T07475,5,171,195
T07476,6,259,276
T07477,7,674,715
T07478,8,446,505
T07479,9,431,446
T07480,10,415,445
T07481,11,46,84
T07482,12,271,309
T07483,13,165,208
T07484,14,540,589
T07485,15,436,476
T07486,16,207,254
T07487,17,12,26
T07488,18,209,235
T07489,19,107,133
T07490,20,483,520
T07491,21,544,602
T07492,22,469,515
T07493,23,49,92
T07494,24,464,502
T07495,25,456,498
T07496,26,681,717
T07497,27,553,582
T07498,28,113,140
T07499,29,690,747
T07500,30,651,670
T07501,1,148,199
T07502,2,501,547
T07503,3,371,406
T07504,4,157,207
T07505,5,438,468
T07506,6,538,594
T07507,7,632,687
T07508,8,223,274
T07509,9,563,609
T07510,10,641,681
T07511,11,128,187
T07512,12,117,144
T07513,13,604,640
T07514,14,331,362
T07515,15,236,268
T07516,16,59,93
T07517,17,275,331
T07518,18,690,709
T07519,19,412,468
T07520,20,190,224
T07521,21,369,428
T07522,22,567,584
T07523,23,525,543
T07524,24,508,566
T07525,25,518,557
T07526,26,612,657
T07527,27,489,546
T07528,28,153,202
T07529,29,547,590
T07530,30,231,272
T07531,1,29,66
T07532,2,108,126
T07533,3,2,59
T07534,4,206,242
T07535,5,217,253
T07536,6,576,605
T07537,7,629,682
T07538,8,336,358
T07539,9,332,378
T07540,10,63,80
T07541,11,27,77
T07542,12,444,470
T07543,13,88,135
T07544,14,43,59
T07545,15,587,635
T07546,16,651,690
T07547,17,249,275
T07548,18,80,119
T07549,19,400,436
T07550,20,635,663
T07551,21,464,491
T07552,22,326,343
T07553,23,94,110
T07554,24,215,262
T07555,25,43,57
T07556,26,409,429
T07557,27,612,647
T07558,28,513,570
T07559,29,486,512
T07560,30,8,29
T07561,1,617,642
T07562,2,307,363
T07563,3,285,306
T07564,4,572,625
T07565,5,161,190
T07566,6,286,334
T07567,7,177,200
T07568,8,178,210
T07569,9,473,492
T07570,10,357,412
T07571,11,334,392
T07572,12,123,157
T07573,13,96,131
T07574,14,649,673
T07575,15,526,563
T07576,16,291,340
T07577,17,594,630
T07578,18,632,679
T07579,19,451,511
T07580,20,96,115
T07581,21,638,678
T07582,22,649,701
T07583,23,32,54
T07584,24,121,149
T07585,25,535,576
T07586,26,556,595
T07587,27,72,126
T07588,28,662,682
T07589,29,557,585
T07590,30,579,612
T07591,1,639,684
T07592,2,329,352
T07593,3,503,560
T07594,4,103,126
T07595,5,595,652
T07596,6,9,40
T07597,7,162,194
T07598,8,18,65
T07599,9,180,225
T07600,10,292,330
T07601,11,108,161
T07602,12,542,563
T07603,13,435,468
T07604,14,305,333
T07605,15,212,266
T07606,16,486,512
T07607,17,25,77
T07608,18,52,68
T07609,19,605,621
T07610,20,410,435
T07611,21,634,686
T07612,22,86,146
T07613,23,232,284
T07614,24,49,79
T07615,25,103,117
T07616,26,661,692
T07617,27,55,93
T07618,28,238,265
T07619,29,116,147
T07620,30,478,517
T07621,1,509,535
T07622,2,21,38
T07623,3,628,648
T07624,4,416,448
T07625,5,392,410
T07626,6,632,692
T07627,7,77,111
T07628,8,576,634
T07629,9,365,392
T07630,10,40,87
T07631,11,638,678
T07632,12,477,507
T07633,13,401,430
T07634,14,80,130
T07635,15,299,334
T07636,16,160,215
T07637,17,205,265
T07638,18,439,461
T07639,19,108,160
T07640,20,10,36
T07641,21,420,438
T07642,22,398,433
T07643,23,276,304
T07644,24,521,553
T07645,25,260,281
T07646,26,663,685
T07647,27,446,474
T07648,28,167,222
T07649,29,663,703
T07650,30,187,215
T07651,1,490,544
T07652,2,427,454
T07653,3,276,310
T07654,4,577,615
T07655,5,168,209
T07656,6,210,247
T07657,7,643,702
T07658,8,698,725
T07659,9,341,363
T07660,10,681,705
T07661,11,469,527
T07662,12,470,500
T07663,13,540,556
T07664,14,497,538
T07665,15,406,446
T07666,16,48,98
T07667,17,418,452
T07668,18,314,350
T07669,19,644,694
T07670,20,170,224
T07671,21,641,675
T07672,22,274,306
T07673,23,590,625
T07674,24,71,113
T07675,25,442,475
T07676,26,171,204
T07677,27,603,632
T07678,28,188,232
T07679,29,246,295
T07680,30,264,312
T07681,1,559,603
T07682,2,430,448
T07683,3,7,24
T07684,4,674,708
T07685,5,638,668
T07686,6,551,574
T07687,7,485,501
T07688,8,429,481
T07689,9,40,89
T07690,10,470,525
T07691,11,115,142
T07692,12,92,145
T07693,13,473,496
T07694,14,523,559
T07695,15,525,542
T07696,16,156,170
T07697,17,533,557
T07698,18,49,107
T07699,19,676,732
T07700,20,413,445
T07701,21,397,412
T07702,22,133,180
T07703,23,532,589
T07704,24,645,671
T07705,25,419,466
T07706,26,370,415
T07707,27,547,587
T07708,28,39,99
T07709,29,92,128
T07710,30,536,550
T07711,1,263,292
T07712,2,636,663
T07713,3,625,673
T07714,4,564,621
T07715,5,86,141
T07716,6,524,565
T07717,7,593,633
T07718,8,482,517
T07719,9,6,39
T07720,10,307,347
T07721,11,277,331
T07722,12,215,274
T07723,13,53,98
T07724,14,510,535
T07725,15,49,92
T07726,16,679,725
T07727,17,49,74
T07728,18,559,583
T07729,19,471,499
T07730,20,581,629
T07731,21,47,98
T07732,22,627,675
T07733,23,524,580
T07734,24,592,627
T07735,25,231,275
T07736,26,469,502
T07737,27,458,517
T07738,28,400,453
T07739,29,213,228
T07740,30,296,355
T07741,1,348,366
T07742,2,38,97
T07743,3,372,420
T07744,4,223,268
T07745,5,564,597
T07746,6,615,661
T07747,7,440,456
T07748,8,63,100
T07749,9,307,329
T07750,10,369,387
T07751,11,544,590
T07752,12,446,501
T07753,13,532,585
T07754,14,52,109
T07755,15,359,395
T07756,16,18,63
T07757,17,483,529
T07758,18,553,583
T07759,19,233,284
T07760,20,586,623
T07761,21,671,727
T07762,22,23,75
T07763,23,104,152
T07764,24,82,114
T07765,25,628,688
T07766,26,542,598
T07767,27,220,255
T07768,28,46,70
T07769,29,435,471
T07770,30,159,206
T07771,1,491,541
T07772,2,37,71
T07773,3,628,670
T07774,4,228,242
T07775,5,686,744
T07776,6,459,501
T07777,7,500,549
T07778,8,113,130
T07779,9,545,594
T07780,10,110,139
T07781,11,42,79
T07782,12,450,485
T07783,13,277,297
T07784,14,21,35
T07785,15,207,227
T07786,16,423,474
T07787,17,621,659
T07788,18,160,178
T07789,19,210,260
T07790,20,181,207
T07791,21,545,566
T07792,22,412,449
T07793,23,87,117
T07794,24,136,190
T07795,25,258,285
T07796,26,151,203
T07797,27,282,306
T07798,28,653,706
T07799,29,157,204
T07800,30,315,329
T07801,1,436,468
T07802,2,339,366
T07803,3,240,288
T07804,4,314,351
T07805,5,167,200
T07806,6,461,521
T07807,7,622,675
T07808,8,656,686
T07809,9,110,162
T07810,10,476,502
T07811,11,342,384
T07812,12,111,159
T07813,13,557,582
T07814,14,532,569
T07815,15,211,240
T07816,16,143,169
T07817,17,105,158
T07818,18,357,378
T07819,19,162,182
T07820,20,338,369
T07821,21,651,698
T07822,22,452,500
T07823,23,673,725
T07824,24,498,514
T07825,25,538,580
T07826,26,319,357
T07827,27,500,530
T07828,28,61,114
T07829,29,10,67
T07830,30,390,410
T07831,1,275,302
T07832,2,325,363
T07833,3,693,747
T07834,4,254,272
T07835,5,26,74
T07836,6,157,186
T07837,7,187,241
T07838,8,73,94
T07839,9,125,160
T07840,10,16,63
T07841,11,192,224
T07842,12,698,753
T07843,13,523,563
T07844,14,662,681
T07845,15,651,671
T07846,16,305,324
T07847,17,420,447
T07848,18,368,403
T07849,19,353,397
T07850,20,516,563
T07851,21,279,298
T07852,22,289,325
T07853,23,468,500
T07854,24,491,520
T07855,25,353,389
T07856,26,575,618
T07857,27,542,597
T07858,28,658,692
T07859,29,511,549
T07860,30,491,509
T07861,1,396,424
T07862,2,311,342
T07863,3,512,555
T07864,4,577,626
T07865,5,458,487
T07866,6,205,224
T07867,7,85,135
T07868,8,451,487
T07869,9,460,497
T07870,10,256,273
T07871,11,666,725
T07872,12,301,335
T07873,13,205,248
T07874,14,54,99
T07875,15,278,334
T07876,16,510,530
T07877,17,218,236
T07878,18,260,287
T07879,19,593,633
T07880,20,582,605
T07881,21,421,440
T07882,22,582,638
T07883,23,131,178
T07884,24,174,231
T07885,25,677,720
T07886,26,650,702
T07887,27,238,254
T07888,28,453,509
T07889,29,380,396
T07890,30,268,310
T07891,1,342,385
T07892,2,62,112
T07893,3,655,697
T07894,4,313,370
T07895,5,126,156
T07896,6,128,173
T07897,7,316,350
T07898,8,32,52
T07899,9,690,745
T07900,10,677,737
T07901,11,101,158
T07902,12,342,394
T07903,13,366,419
T07904,14,254,272
T07905,15,563,600
T07906,16,495,553
T07907,17,75,127
T07908,18,455,489
T07909,19,89,128
T07910,20,274,304
T07911,21,458,506
T07912,22,335,384
T07913,23,587,620
T07914,24,261,287
T07915,25,628,671
T07916,26,388,412
T07917,27,86,145
T07918,28,23,69
T07919,29,581,639
T07920,30,500,530
T07921,1,567,603
T07922,2,318,342
T07923,3,46,92
T07924,4,306,366
T07925,5,575,632
T07926,6,123,151
T07927,7,587,645
T07928,8,670,730
T07929,9,342,362
T07930,10,621,635
T07931,11,288,333
T07932,12,456,477
T07933,13,524,565
T07934,14,487,515
T07935,15,5,52
T07936,16,368,422
T07937,17,396,421
T07938,18,388,413
T07939,19,231,284
T07940,20,655,680
T07941,21,274,293
T07942,22,365,384
T07943,23,248,280
T07944,24,687,703
T07945,25,86,129
T07946,26,281,333
T07947,27,683,740
T07948,28,474,494
T07949,29,210,264
T07950,30,444,474
T07951,1,80,102
T07952,2,329,360
T07953,3,121,168
T07954,4,604,639
T07955,5,19,66
T07956,6,116,173
T07957,7,409,440
T07958,8,566,610
T07959,9,485,511
T07960,10,612,656
T07961,11,653,702
T07962,12,390,424
T07963,13,105,147
T07964,14,589,616
T07965,15,573,628
T07966,16,363,421
T07967,17,143,180
T07968,18,148,205
T07969,19,472,504
T07970,20,464,478
T07971,21,288,326
T07972,22,337,379
T07973,23,93,147
T07974,24,469,497
T07975,25,653,695
T07976,26,469,523
T07977,27,694,712
T07978,28,369,412
T07979,29,548,603
T07980,30,454,479
T07981,1,584,641
T07982,2,238,252
T07983,3,401,415
T07984,4,552,602
T07985,5,569,588
T07986,6,629,654
T07987,7,18,70
T07988,8,195,241
T07989,9,174,225
T07990,10,433,460
T07991,11,384,418
T07992,12,238,262
T07993,13,342,388
T07994,14,497,546
T07995,15,535,580
T07996,16,16,38
T07997,17,137,155
T07998,18,145,199
T07999,19,272,302
T08000,20,423,456
T08001,21,106,147
T08002,22,114,170
T08003,23,390,428
T08004,24,635,690
T08005,25,678,709
T08006,26,347,397
T08007,27,320,366
T08008,28,214,274
T08009,29,31,75
T08010,30,282,301
T08011,1,221,272
T08012,2,602,623
T08013,3,303,360
T08014,4,363,393
T08015,5,133,156
T08016,6,523,574
T08017,7,483,513
T08018,8,216,246
T08019,9,496,535
T08020,10,158,209
T08021,11,436,456
T08022,12,74,130
T08023,13,451,472
T08024,14,244,297
T08025,15,401,417
T08026,16,568,594
T08027,17,530,581
T08028,18,131,149
T08029,19,446,487
T08030,20,159,218
T08031,21,133,192
T08032,22,285,303
T08033,23,391,428
T08034,24,416,460
T08035,25,203,249
T08036,26,679,736
T08037,27,440,489
T08038,28,13,47
T08039,29,447,465
T08040,30,9,47
T08041,1,169,190
T08042,2,472,529
T08043,3,338,378
T08044,4,191,232
T08045,5,615,638
T08046,6,212,240
T08047,7,573,601
T08048,8,253,271
T08049,9,152,185
T08050,10,429,489
T08051,11,495,533
T08052,12,511,556
T08053,13,199,241
T08054,14,590,638
T08055,15,567,618
T08056,16,21,35
T08057,17,682,728
T08058,18,312,371
T08059,19,662,689
T08060,20,526,557
T08061,21,575,612
T08062,22,121,158
T08063,23,624,662
T08064,24,609,658
T08065,25,106,133
T08066,26,135,159
T08067,27,685,703
T08068,28,173,205
T08069,29,583,620
T08070,30,281,307
T08071,1,689,713
T08072,2,598,648
T08073,3,26,52
T08074,4,157,192
T08075,5,219,259
T08076,6,111,144
T08077,7,286,314
T08078,8,536,592
T08079,9,9,45
T08080,10,73,107
T08081,11,517,568
T08082,12,339,395
T08083,13,187,229
T08084,14,494,541
T08085,15,226,258
T08086,16,64,96
T08087,17,420,460
T08088,18,361,378
T08089,19,294,335
T08090,20,672,701
T08091,21,527,552
T08092,22,543,568
T08093,23,236,260
T08094,24,423,463
T08095,25,550,566
T08096,26,562,600
T08097,27,401,427
T08098,28,85,121
T08099,29,163,217
T08100,30,498,518
T08101,1,455,497
T08102,2,423,466
T08103,3,295,336
T08104,4,400,424
T08105,5,40,66
T08106,6,345,385
T08107,7,389,406
T08108,8,579,609
T08109,9,280,318
T08110,10,627,672
T08111,11,557,608
T08112,12,379,415
T08113,13,51,68
T08114,14,262,306
T08115,15,638,678
T08116,16,156,196
T08117,17,137,174
T08118,18,460,507
T08119,19,632,677
T08120,20,417,438
T08121,21,656,694
T08122,22,661,710
T08123,23,150,200
T08124,24,416,465
T08125,25,628,684
T08126,26,571,589
T08127,27,578,601
T08128,28,558,576
T08129,29,4,50
T08130,30,461,481
T08131,1,500,554
T08132,2,407,463
T08133,3,557,580
T08134,4,119,155
T08135,5,406,440
T08136,6,524,573
T08137,7,388,437
T08138,8,21,45
T08139,9,176,217
T08140,10,234,265
T08141,11,485,505
T08142,12,281,337
T08143,13,117,177
T08144,14,84,140
T08145,15,240,279
T08146,16,249,268
T08147,17,692,737
T08148,18,456,497
T08149,19,185,223
T08150,20,6,26
T08151,21,534,562
T08152,22,369,413
T08153,23,575,606
T08154,24,128,171
T08155,25,17,77
T08156,26,552,596
T08157,27,64,82
T08158,28,266,303
T08159,29,9,49
T08160,30,369,418
T08161,1,6,38
T08162,2,405,455
T08163,3,327,371
T08164,4,337,374
T08165,5,326,351
T08166,6,389,447
T08167,7,448,489
T08168,8,406,436
T08169,9,70,104
T08170,10,368,411
T08171,11,16,68
T08172,12,637,655
T08173,13,633,650
T08174,14,470,522
T08175,15,575,606
T08176,16,356,410
T08177,17,80,123
T08178,18,273,329
T08179,19,215,262
T08180,20,566,625
T08181,21,78,125
T08182,22,32,62
T08183,23,46,60
T08184,24,607,642
T08185,25,410,437
T08186,26,689,743
T08187,27,577,610
T08188,28,269,328
T08189,29,340,368
T08190,30,154,209
T08191,1,162,181
T08192,2,506,562
T08193,3,536,566
T08194,4,92,127
T08195,5,89,144
T08196,6,413,453
T08197,7,97,142
T08198,8,372,422
T08199,9,441,467
T08200,10,88,144
T08201,11,211,251
T08202,12,282,308
T08203,13,673,724
T08204,14,406,466
T08205,15,190,210
T08206,16,654,706
T08207,17,505,543
T08208,18,270,287
T08209,19,200,252
T08210,20,237,260
T08211,21,479,537
T08212,22,129,171
T08213,23,651,688
T08214,24,68,100
T08215,25,151,171
T08216,26,261,296
T08217,27,294,336
T08218,28,534,552
T08219,29,436,483
T08220,30,607,646
T08221,1,699,735
T08222,2,359,382
T08223,3,41,89
T08224,4,404,429
T08225,5,38,80
T08226,6,390,431
T08227,7,589,620
T08228,8,138,156
T08229,9,457,472
T08230,10,12,68
T08231,11,54,74
T08232,12,558,605
T08233,13,580,611
T08234,14,473,532
T08235,15,354,396
T08236,16,575,614
T08237,17,167,185
T08238,18,519,574
T08239,19,25,72
T08240,20,112,166
T08241,21,419,448
T08242,22,403,419
T08243,23,176,190
T08244,24,588,648
T08245,25,420,442
T08246,26,563,604
T08247,27,568,624
T08248,28,439,456
T08249,29,263,294
T08250,30,4,64
T08251,1,617,673
T08252,2,615,666
T08253,3,509,545
T08254,4,462,479
T08255,5,444,465
T08256,6,574,611
T08257,7,99,137
T08258,8,523,569
T08259,9,642,682
T08260,10,180,197
T08261,11,316,343
T08262,12,655,697
T08263,13,527,573
T08264,14,93,149
T08265,15,325,372
T08266,16,97,129
T08267,17,67,82
T08268,18,552,610
T08269,19,562,587
T08270,20,398,432
T08271,21,146,183
T08272,22,457,493
T08273,23,674,734
T08274,24,434,486
T08275,25,37,79
T08276,26,564,621
T08277,27,175,201
T08278,28,584,614
T08279,29,308,367
T08280,30,543,600
T08281,1,49,103
T08282,2,263,310
T08283,3,491,518
T08284,4,280,294
T08285,5,323,366
T08286,6,69,112
T08287,7,631,690
T08288,8,537,572
T08289,9,466,501
T08290,10,209,260
T08291,11,267,306
T08292,12,205,237
T08293,13,201,219
T08294,14,378,403
T08295,15,11,60
T08296,16,660,685
T08297,17,373,419
T08298,18,52,107
T08299,19,135,186
T08300,20,568,590
T08301,21,340,359
T08302,22,430,454
T08303,23,548,567
T08304,24,404,447
T08305,25,667,692
T08306,26,687,729
T08307,27,635,673
T08308,28,409,440
T08309,29,73,87
T08310,30,51,69
T08311,1,138,184
T08312,2,239,298
T08313,3,272,303
T08314,4,634,658
T08315,5,64,120
T08316,6,499,553
T08317,7,240,258
T08318,8,24,70
T08319,9,223,281
T08320,10,497,512
T08321,11,546,599
T08322,12,7,42
T08323,13,213,258
T08324,14,506,559
T08325,15,591,650
T08326,16,547,581
T08327,17,67,120
T08328,18,405,441
T08329,19,157,205
T08330,20,302,335
T08331,21,340,372
T08332,22,63,101
T08333,23,281,339
T08334,24,627,672
T08335,25,480,521
T08336,26,555,607
T08337,27,482,533
T08338,28,585,602
T08339,29,218,241
T08340,30,226,284
T08341,1,539,572
T08342,2,573,594
T08343,3,593,627
T08344,4,16,31
T08345,5,10,30
T08346,6,376,434
T08347,7,661,711
T08348,8,398,450
T08349,9,213,270
T08350,10,362,393
T08351,11,86,137
T08352,12,519,569
T08353,13,215,240
T08354,14,43,95
T08355,15,571,621
T08356,16,610,639
T08357,17,437,471
T08358,18,606,640
T08359,19,324,348
T08360,20,240,278
T08361,21,432,457
T08362,22,417,476
T08363,23,266,292
T08364,24,460,518
T08365,25,464,482
T08366,26,325,368
T08367,27,549,600
T08368,28,584,612
T08369,29,509,567
T08370,30,48,74
T08371,1,542,586
T08372,2,144,183
T08373,3,138,159
T08374,4,478,524
T08375,5,533,557
T08376,6,620,647
T08377,7,690,708
T08378,8,276,309
T08379,9,573,615
