DESCRIPTION,household_key,CAMPAIGN
T00026,6793,26
T00021,1012,21
T00029,5150,29
T00008,3086,8
T00024,9310,24
T00006,140,6
T00007,3612,7
T00024,76,24
T00001,9805,1
T00018,9741,18
T00026,8785,26
T00020,3370,20
T00019,6629,19
T00026,1860,26
T00030,5423,30
T00016,5090,16
T00010,3659,10
T00024,4319,24
T00005,9039,5
T00017,1552,17
T00029,2017,29
T00017,5053,17
T00029,6542,29
T00027,2952,27
T00019,8267,19
T00023,2867,23
T00001,1824,1
T00002,8039,2
T00005,2926,5
T00022,8786,22
T00015,1893,15
T00024,1306,24
T00014,4687,14
T00017,8453,17
T00021,7969,21
T00018,9948,18
T00018,3820,18
T00008,7981,8
T00008,2981,8
T00001,2972,1
T00012,3443,12
T00011,3787,11
T00020,6797,20
T00011,4609,11
T00001,2848,1
T00023,7653,23
T00029,8734,29
T00014,5395,14
T00022,6821,22
T00002,8093,2
T00009,1212,9
T00014,8778,14
T00028,8525,28
T00003,1246,3
T00008,4697,8
T00014,9230,14
T00017,4493,17
T00003,9086,3
T00026,5524,26
T00012,3216,12
T00017,9381,17
T00008,1615,8
T00022,8008,22
T00011,925,11
T00021,214,21
T00028,9512,28
T00011,6696,11
T00021,1281,21
T00028,4231,28
T00018,8735,18
T00001,1223,1
T00019,3475,19
T00020,4482,20
T00007,4741,7
T00020,3915,20
T00017,7827,17
T00030,1312,30
T00008,4132,8
T00010,3962,10
T00019,1907,19
T00011,9751,11
T00007,6693,7
T00016,5777,16
T00008,5794,8
T00020,4292,20
T00014,5001,14
T00011,7833,11
T00012,2992,12
T00023,7029,23
T00024,2598,24
T00029,1969,29
T00028,3196,28
T00030,3457,30
T00025,9086,25
T00022,7899,22
T00025,6619,25
T00001,2355,1
T00001,5052,1
T00004,5293,4
T00011,8589,11
T00008,854,8
T00004,9846,4
T00028,1583,28
T00023,6768,23
T00010,7165,10
T00008,2048,8
T00006,1050,6
T00024,2454,24
T00018,4074,18
T00021,3651,21
T00029,1323,29
T00001,810,1
T00021,6476,21
T00026,9636,26
T00005,9608,5
T00011,1905,11
T00005,4420,5
T00022,9995,22
T00001,9715,1
T00006,1114,6
T00017,9918,17
T00025,695,25
T00002,470,2
T00019,1096,19
T00008,2121,8
T00012,3131,12
T00003,1695,3
T00005,9641,5
T00024,801,24
T00023,4192,23
T00015,2776,15
T00029,7613,29
T00024,212,24
T00001,3906,1
T00023,1694,23
T00026,8309,26
T00012,1202,12
T00007,2808,7
T00012,428,12
T00027,5946,27
T00008,510,8
T00008,4226,8
T00013,5509,13
T00017,5250,17
T00012,5936,12
T00024,387,24
T00025,2938,25
T00027,4626,27
T00008,7134,8
T00002,5045,2
T00004,1665,4
T00027,547,27
T00008,7246,8
T00027,4138,27
T00002,9212,2
T00014,808,14
T00026,796,26
T00010,5342,10
T00004,2266,4
T00013,6919,13
T00009,9749,9
T00016,9097,16
T00023,4461,23
T00010,3631,10
T00016,6290,16
T00028,1903,28
T00002,9517,2
T00025,2439,25
T00012,9297,12
T00009,4684,9
T00012,2569,12
T00018,7264,18
T00027,9617,27
T00022,1778,22
T00009,8564,9
T00017,1185,17
T00022,3412,22
T00010,1539,10
T00012,7978,12
T00024,9717,24
T00004,2292,4
T00019,1314,19
T00006,6933,6
T00018,4395,18
T00016,1802,16
T00013,8050,13
T00004,1207,4
T00002,665,2
T00015,9195,15
T00012,1257,12
T00029,9440,29
T00006,1699,6
T00018,962,18
T00009,3912,9
T00019,9689,19
T00014,9549,14
T00006,8021,6
T00026,1950,26
T00015,7139,15
T00019,3229,19
T00009,3557,9
T00004,7837,4
T00012,2335,12
T00008,523,8
T00007,6079,7
T00022,2516,22
T00014,132,14
T00006,4485,6
T00017,7058,17
T00020,6253,20
T00014,3908,14
T00022,5683,22
T00029,8134,29
T00007,5104,7
T00025,6864,25
T00005,3831,5
T00006,1416,6
T00013,8658,13
T00026,2775,26
T00010,1601,10
T00019,7224,19
T00011,4085,11
T00007,2243,7
T00018,4574,18
T00002,9594,2
T00008,9865,8
T00024,4216,24
T00005,3988,5
T00012,482,12
T00007,3764,7
T00007,6916,7
T00011,6678,11
T00009,1472,9
T00018,2038,18
T00013,2522,13
T00007,83,7
T00030,9741,30
T00006,7404,6
T00002,8162,2
T00017,6359,17
T00018,9772,18
T00003,708,3
T00025,170,25
T00018,7612,18
T00006,9885,6
T00025,2946,25
T00009,2187,9
T00019,9424,19
T00019,779,19
T00029,6216,29
T00007,9364,7
T00027,6875,27
T00016,7414,16
T00008,9800,8
T00028,2908,28
T00026,3655,26
T00021,2994,21
T00021,5474,21
T00004,2025,4
T00006,6798,6
T00025,8260,25
T00022,3489,22
T00008,1517,8
T00028,7273,28
T00026,4621,26
T00008,722,8
T00003,7993,3
T00003,9321,3
T00020,1143,20
T00027,728,27
T00014,5279,14
T00003,7697,3
T00024,4956,24
T00011,9068,11
T00002,9970,2
T00016,4914,16
T00028,1382,28
T00029,6937,29
T00010,9999,10
T00006,7356,6
T00008,394,8
T00011,5639,11
T00019,3442,19
T00004,4701,4
T00005,6734,5
T00002,2397,2
T00004,9061,4
T00004,2932,4
T00019,9609,19
T00012,7622,12
T00028,8425,28
T00012,9013,12
T00020,93,20
T00002,1227,2
T00014,7416,14
T00018,262,18
T00027,7205,27
T00007,9959,7
T00011,6568,11
T00021,2399,21
T00008,8868,8
T00004,2731,4
T00016,8126,16
T00018,4354,18
T00026,826,26
T00004,6527,4
T00025,9167,25
T00017,7929,17
T00029,2364,29
T00022,7321,22
T00010,8811,10
T00012,6240,12
T00003,3615,3
T00013,6297,13
T00006,6746,6
T00006,9204,6
T00015,3107,15
T00010,4618,10
T00018,7648,18
T00013,2152,13
T00003,9262,3
T00030,8576,30
T00005,1229,5
T00003,2465,3
T00004,8082,4
T00027,8274,27
T00011,9654,11
T00023,170,23
T00022,1632,22
T00005,6629,5
T00022,180,22
T00005,5217,5
T00007,2587,7
T00026,4407,26
T00018,4742,18
T00001,5739,1
T00019,9661,19
T00028,1954,28
T00009,8164,9
T00029,453,29
T00019,2448,19
T00024,6511,24
T00030,6133,30
T00002,6189,2
T00009,8870,9
T00027,2435,27
T00030,3280,30
T00022,8079,22
T00020,6155,20
T00004,3622,4
T00012,8063,12
T00017,2960,17
T00014,1401,14
T00023,9164,23
T00007,2636,7
T00019,4691,19
T00003,1218,3
T00003,6737,3
T00017,6926,17
T00013,8605,13
T00024,9920,24
T00001,9262,1
T00010,9821,10
T00028,5699,28
T00026,1252,26
T00014,8354,14
T00024,838,24
T00027,4902,27
T00001,5636,1
T00002,2751,2
T00023,2621,23
T00016,7399,16
T00006,8757,6
T00013,7138,13
T00008,4682,8
T00012,3770,12
T00002,152,2
T00027,4499,27
T00016,750,16
T00008,2016,8
T00023,9348,23
T00010,1744,10
T00013,4950,13
T00024,4460,24
T00009,3197,9
T00008,5356,8
T00018,4890,18
T00006,4930,6
T00014,7211,14
T00024,951,24
T00026,9015,26
T00029,4510,29
T00023,5134,23
T00001,4501,1
T00008,8000,8
T00026,3244,26
T00030,7914,30
T00003,2070,3
T00011,6498,11
T00028,9433,28
T00024,8935,24
T00003,1616,3
T00001,4125,1
T00016,4745,16
T00026,8819,26
T00027,5547,27
T00028,3886,28
T00025,1745,25
T00017,2097,17
T00010,6806,10
T00026,7736,26
T00002,1669,2
T00015,8244,15
T00018,1626,18
T00008,5857,8
T00021,4325,21
T00007,2228,7
T00003,8750,3
T00028,1205,28
T00027,2172,27
T00014,4763,14
T00004,5689,4
T00002,7467,2
T00020,5381,20
T00014,8024,14
T00028,5912,28
T00021,7598,21
T00014,9315,14
T00025,1141,25
T00027,2935,27
T00002,1713,2
T00008,5398,8
T00017,3536,17
T00010,2636,10
T00005,9369,5
T00017,2347,17
T00030,6263,30
T00026,9792,26
T00014,1586,14
T00019,5279,19
T00028,2792,28
T00011,4187,11
T00012,8606,12
T00015,2302,15
T00017,1634,17
T00007,7065,7
T00005,2414,5
T00015,6947,15
T00015,9447,15
T00006,7328,6
T00023,9420,23
T00002,5531,2
T00009,1190,9
T00030,3461,30
T00029,3073,29
T00004,7200,4
T00019,4631,19
T00024,7033,24
T00005,3980,5
T00026,8672,26
T00008,6686,8
T00021,3357,21
T00014,9469,14
T00028,38,28
T00011,22,11
T00016,3595,16
T00003,5079,3
T00009,1537,9
T00005,408,5
T00010,7194,10
T00010,6608,10
T00008,9747,8
T00011,2963,11
T00009,6612,9
T00026,6333,26
T00007,2362,7
T00003,6390,3
T00001,3419,1
T00030,8225,30
T00001,8482,1
T00029,13,29
T00015,3553,15
T00026,6450,26
T00021,5268,21
T00004,1381,4
T00029,3443,29
T00007,2617,7
T00015,4356,15
T00009,9919,9
T00016,6087,16
T00002,1960,2
T00030,4999,30
T00017,3053,17
T00025,1490,25
T00024,8202,24
T00018,661,18
T00023,9289,23
T00015,574,15
T00021,1098,21
T00009,3992,9
T00028,8082,28
T00008,5949,8
T00015,4416,15
T00001,180,1
T00030,1653,30
T00030,2180,30
T00005,7025,5
T00008,3809,8
T00026,794,26
T00001,1255,1
T00020,2692,20
T00019,9156,19
T00029,8653,29
T00002,2341,2
T00018,8407,18
T00023,2127,23
T00002,645,2
T00012,5380,12
T00001,8904,1
T00012,6470,12
T00020,1496,20
T00017,7177,17
T00027,6026,27
T00025,4351,25
T00013,3051,13
T00014,1187,14
T00007,2730,7
T00005,1713,5
T00014,8641,14
T00006,8706,6
T00001,9216,1
T00003,6224,3
T00006,1562,6
T00016,3935,16
T00024,279,24
T00001,2616,1
T00015,1144,15
T00027,3858,27
T00010,7165,10
T00005,5485,5
T00008,8829,8
T00009,4705,9
T00008,7100,8
T00014,5429,14
T00028,2413,28
T00024,930,24
T00009,1738,9
T00001,2893,1
T00013,8497,13
T00001,3650,1
T00008,536,8
T00021,7472,21
T00025,6258,25
T00024,5798,24
T00002,291,2
T00029,9183,29
T00015,2812,15
T00023,3922,23
T00007,9277,7
T00029,6110,29
T00004,7788,4
T00018,9175,18
T00001,1061,1
T00009,3335,9
T00003,2863,3
T00026,2478,26
T00005,8785,5
T00017,1809,17
T00020,9080,20
T00005,6500,5
T00010,2068,10
T00012,8578,12
T00005,7036,5
T00005,4593,5
T00009,8617,9
T00013,3125,13
T00020,8353,20
T00023,7187,23
T00016,1590,16
T00011,6170,11
T00011,2024,11
T00002,745,2
T00029,1945,29
T00017,58,17
T00025,3805,25
T00011,7040,11
T00016,2447,16
T00003,5427,3
T00006,4567,6
T00001,9431,1
T00029,3705,29
T00023,8766,23
T00008,5843,8
T00005,8160,5
T00028,5200,28
T00013,1330,13
T00015,1341,15
T00022,3308,22
T00019,7532,19
T00030,6182,30
T00016,2158,16
T00025,7601,25
T00015,235,15
T00030,4397,30
T00003,2999,3
T00029,5276,29
T00013,2544,13
T00025,4331,25
T00028,8357,28
T00025,7390,25
T00026,8530,26
T00003,9737,3
T00020,3328,20
T00012,7776,12
T00029,2697,29
T00026,5798,26
T00014,3986,14
T00016,158,16
T00002,8317,2
T00005,5230,5
T00004,2593,4
T00007,8716,7
T00026,1027,26
T00024,9701,24
T00013,3067,13
T00026,6974,26
T00024,3322,24
T00021,3727,21
T00014,5754,14
T00025,3488,25
T00022,8527,22
T00025,4518,25
T00016,7564,16
T00015,3845,15
T00008,6308,8
T00006,3398,6
T00010,2917,10
T00021,5739,21
T00029,2453,29
T00018,9778,18
T00014,6953,14
T00024,3,24
T00013,4230,13
T00015,5535,15
T00030,3580,30
T00005,5671,5
T00022,5827,22
T00027,7546,27
T00007,9112,7
T00005,4720,5
T00001,7385,1
T00019,3137,19
T00026,6163,26
T00011,3052,11
T00025,8300,25
T00020,9491,20
T00017,8876,17
T00030,5940,30
T00030,5348,30
T00002,5896,2
T00025,9564,25
T00006,673,6
T00013,3329,13
T00008,7981,8
T00002,6341,2
T00021,7468,21
T00020,1896,20
T00001,4506,1
T00005,9169,5
T00026,5343,26
T00030,5157,30
T00026,7968,26
T00020,9094,20
T00016,3288,16
T00023,2452,23
T00026,1964,26
T00023,6571,23
T00005,9209,5
T00006,3482,6
T00001,8769,1
T00018,551,18
T00029,3780,29
T00012,6036,12
T00020,9085,20
T00018,7326,18
T00003,4323,3
T00025,2815,25
T00004,2754,4
T00008,6984,8
T00009,6338,9
T00013,6535,13
T00002,4639,2
T00023,6036,23
T00018,9767,18
T00009,5478,9
T00008,2488,8
T00018,4394,18
T00024,3703,24
T00012,7322,12
T00026,8357,26
T00026,8645,26
T00009,7445,9
T00025,1845,25
T00012,4562,12
T00004,5897,4
T00020,8133,20
T00001,5777,1
T00028,4190,28
T00025,1395,25
T00028,3604,28
T00010,5745,10
T00008,639,8
T00010,5856,10
T00021,3729,21
T00008,5156,8
T00029,7144,29
T00014,6037,14
T00027,7487,27
T00025,2409,25
T00014,3054,14
T00028,5804,28
T00025,6762,25
T00006,6509,6
T00026,5882,26
T00018,5451,18
T00019,6364,19
T00026,2418,26
T00022,5406,22
T00013,731,13
T00017,1480,17
T00001,9212,1
T00011,7234,11
T00027,9078,27
T00027,8252,27
T00002,157,2
T00010,5762,10
T00030,9637,30
T00017,8377,17
T00019,3264,19
T00009,1314,9
T00020,9805,20
T00013,1047,13
T00015,6733,15
T00010,4377,10
T00008,2128,8
T00020,93,20
T00016,6673,16
T00011,9181,11
T00005,4098,5
T00029,4690,29
T00024,8719,24
T00019,8345,19
T00016,7671,16
T00026,4409,26
T00019,9203,19
T00026,5592,26
T00009,8805,9
T00012,938,12
T00013,7605,13
T00022,8412,22
T00026,1108,26
T00009,4806,9
T00014,4370,14
T00027,9567,27
T00030,4829,30
T00021,5766,21
T00026,9669,26
T00020,2471,20
T00009,8970,9
T00021,5657,21
T00020,1997,20
T00029,694,29
T00014,1361,14
T00012,3734,12
T00026,4607,26
T00008,3803,8
T00013,6323,13
T00016,1699,16
T00022,2869,22
T00018,8685,18
T00026,1292,26
T00030,780,30
T00022,7193,22
T00028,9383,28
T00003,316,3
T00026,8560,26
T00009,8379,9
T00029,2213,29
T00010,1765,10
T00016,9277,16
T00010,6152,10
T00022,6123,22
T00006,2964,6
T00012,6284,12
T00013,2713,13
T00020,5983,20
T00006,3400,6
T00025,53,25
T00023,5979,23
T00029,3601,29
T00029,112,29
T00012,1404,12
T00026,3838,26
T00006,8100,6
T00001,8208,1
T00016,3016,16
T00011,4945,11
T00030,6563,30
T00013,2546,13
T00006,3819,6
T00002,8878,2
T00017,6367,17
T00026,1892,26
T00011,8486,11
T00030,9336,30
T00006,5426,6
T00002,7797,2
T00003,3093,3
T00007,3286,7
T00020,5564,20
T00020,7570,20
T00011,2099,11
T00028,3545,28
T00028,5919,28
T00025,7438,25
T00019,6292,19
T00012,9526,12
T00007,1329,7
T00010,9869,10
T00003,7552,3
T00002,7568,2
T00016,5869,16
T00021,7668,21
T00024,4600,24
T00002,3593,2
T00013,58,13
T00006,4979,6
T00005,537,5
T00003,1428,3
T00019,7171,19
T00022,515,22
T00005,5223,5
T00025,6391,25
T00005,3563,5
T00013,5011,13
T00002,6706,2
T00024,3391,24
T00017,6738,17
T00007,6946,7
T00001,6109,1
T00016,4900,16
T00016,670,16
T00025,7214,25
T00014,7750,14
T00002,4061,2
T00003,645,3
T00002,5392,2
T00004,1845,4
T00003,2815,3
T00016,7480,16
T00014,1745,14
T00007,8347,7
T00013,7453,13
T00005,9537,5
T00008,9147,8
T00021,3281,21
T00022,5865,22
T00018,7045,18
T00011,5908,11
T00018,1086,18
T00026,2143,26
T00029,8319,29
T00009,8781,9
T00030,5366,30
T00023,5502,23
T00002,5341,2
T00014,4078,14
T00012,3682,12
T00027,78,27
T00023,6746,23
T00015,8569,15
T00015,3639,15
T00018,4820,18
T00003,1261,3
T00001,7199,1
T00007,5015,7
T00005,9715,5
T00009,6200,9
T00025,4721,25
T00025,1272,25
T00024,1526,24
T00027,8010,27
T00027,1869,27
T00028,3777,28
T00019,3132,19
T00018,6404,18
T00007,915,7
T00030,8245,30
T00022,5922,22
T00017,2231,17
T00024,5740,24
T00019,2354,19
T00020,8547,20
T00005,8555,5
T00004,2681,4
T00005,8532,5
T00003,7035,3
T00024,1910,24
T00022,8710,22
T00006,3479,6
T00007,2704,7
T00019,4223,19
T00022,1867,22
T00019,4553,19
T00013,34,13
T00023,79,23
T00027,7838,27
T00018,5421,18
T00004,8575,4
T00025,1734,25
T00011,7452,11
T00024,7952,24
T00012,562,12
T00009,1414,9
T00004,231,4
T00011,109,11
T00016,8525,16
T00007,1920,7
T00006,6469,6
T00020,2766,20
T00005,3246,5
T00019,6953,19
T00014,8960,14
T00016,2138,16
T00019,3438,19
T00014,4052,14
T00025,2033,25
T00024,7865,24
T00017,7165,17
T00018,934,18
T00018,8305,18
T00023,8576,23
T00018,2091,18
T00021,3489,21
T00027,908,27
T00024,797,24
T00030,5793,30
T00005,2568,5
T00008,8385,8
T00019,2611,19
T00029,4821,29
T00003,2632,3
T00021,6097,21
T00026,6867,26
T00007,7533,7
T00009,7915,9
T00030,6647,30
T00027,2309,27
T00014,6854,14
T00003,8364,3
T00010,728,10
T00024,8170,24
T00027,779,27
T00027,8826,27
T00024,8080,24
T00022,3179,22
T00015,1107,15
T00004,6259,4
T00003,8025,3
T00009,1952,9
T00008,5970,8
T00023,2540,23
T00015,86,15
T00027,294,27
T00017,7794,17
T00017,136,17
T00028,3494,28
T00006,4637,6
T00001,9533,1
T00016,1790,16
T00014,3042,14
T00017,3923,17
T00009,8121,9
T00011,5104,11
T00018,332,18
T00001,2425,1
T00020,1511,20
T00009,7084,9
T00029,8144,29
T00006,6686,6
T00001,8835,1
T00018,6900,18
T00002,1266,2
T00027,6388,27
T00001,7847,1
T00005,2956,5
T00007,8411,7
T00025,9761,25
T00015,603,15
T00018,5538,18
T00005,666,5
T00021,9997,21
T00023,8388,23
T00027,1743,27
T00024,1889,24
T00029,5050,29
T00020,829,20
T00028,747,28
T00030,1507,30
T00024,9007,24
T00015,1456,15
T00002,9900,2
T00004,2977,4
T00021,6860,21
T00024,7192,24
T00013,1194,13
T00029,8926,29
T00004,9110,4
T00006,8577,6
T00023,3129,23
T00022,1409,22
T00001,3375,1
T00004,9392,4
T00007,9781,7
T00024,9141,24
T00021,1212,21
T00001,3965,1
T00011,7902,11
T00010,1883,10
T00006,3510,6
T00003,5381,3
T00030,8142,30
T00015,16,15
T00016,3708,16
T00008,49,8
T00003,2999,3
T00018,8026,18
T00021,2275,21
T00020,1156,20
T00008,1808,8
T00024,664,24
T00008,1523,8
T00013,3180,13
T00029,386,29
T00021,9824,21
T00018,4647,18
T00024,895,24
T00017,6929,17
T00007,665,7
T00024,9757,24
T00021,4019,21
T00013,4622,13
T00022,5165,22
T00018,9046,18
T00011,7017,11
T00019,3181,19
T00009,4279,9
T00027,612,27
T00015,8253,15
T00018,5334,18
T00018,6870,18
T00022,1771,22
T00023,8746,23
T00020,4089,20
T00026,1960,26
T00019,2552,19
T00019,3294,19
T00003,9503,3
T00028,8344,28
T00005,7008,5
T00021,3454,21
T00002,3096,2
T00011,9820,11
T00019,4255,19
T00022,87,22
T00030,1776,30
T00005,3743,5
T00014,1596,14
T00026,6952,26
T00013,616,13
T00007,3609,7
T00008,9253,8
T00015,9475,15
T00022,234,22
T00025,5121,25
T00022,8643,22
T00017,6696,17
T00003,5541,3
T00014,5441,14
T00007,1653,7
T00005,3354,5
T00010,1255,10
T00011,7963,11
T00016,5562,16
T00028,110,28
T00027,1838,27
T00009,4398,9
T00004,6741,4
T00019,9332,19
T00008,634,8
T00027,7371,27
T00025,8085,25
T00023,1283,23
T00006,3253,6
T00006,1936,6
T00006,7199,6
T00012,627,12
T00028,9408,28
T00025,2282,25
T00029,4468,29
T00027,4806,27
T00017,8179,17
T00021,3345,21
T00016,3031,16
T00005,7501,5
T00016,699,16
T00021,1506,21
T00027,5324,27
T00012,590,12
T00028,873,28
T00022,5280,22
T00007,8050,7
T00014,1627,14
T00008,525,8
T00024,9134,24
T00004,7141,4
T00015,8016,15
T00022,2092,22
T00023,405,23
T00023,8246,23
T00001,6353,1
T00009,9457,9
T00006,7898,6
T00029,1597,29
T00013,7612,13
T00005,9929,5
T00014,9409,14
T00004,3660,4
T00025,6330,25
T00002,9237,2
T00011,3428,11
T00020,3426,20
T00009,9903,9
T00006,3491,6
T00001,6461,1
T00016,9837,16
T00010,6820,10
T00015,3490,15
T00007,1053,7
T00013,7890,13
T00028,1229,28
T00021,9463,21
T00030,8818,30
T00025,8960,25
T00029,5024,29
T00013,6838,13
T00004,3791,4
T00008,9415,8
T00005,6851,5
T00005,8565,5
T00020,1998,20
T00023,8504,23
T00007,7827,7
T00028,8835,28
T00024,5508,24
T00006,6227,6
T00009,2188,9
T00021,6023,21
T00022,4129,22
T00012,2962,12
T00023,5836,23
T00005,4164,5
T00003,6256,3
T00003,6341,3
T00025,6337,25
T00025,3982,25
T00017,7980,17
T00006,3851,6
T00019,5883,19
T00026,1404,26
T00016,4413,16
T00011,1122,11
T00026,8705,26
T00009,8666,9
T00029,1265,29
T00008,2402,8
T00024,7092,24
T00015,3328,15
T00007,4112,7
T00010,2046,10
T00014,8871,14
T00007,7265,7
T00018,9665,18
T00026,2380,26
T00013,5919,13
T00010,9864,10
T00012,2602,12
T00016,9567,16
T00016,1848,16
T00022,3315,22
T00006,497,6
T00022,3313,22
T00003,3666,3
T00030,3817,30
T00004,4,4
T00008,3454,8
T00015,4052,15
T00024,3806,24
T00025,6304,25
T00003,9626,3
T00003,3555,3
T00027,5065,27
T00022,3811,22
T00004,7051,4
T00030,9850,30
T00004,7860,4
T00026,3562,26
T00007,9599,7
T00029,8767,29
T00018,3903,18
T00006,5656,6
T00011,877,11
T00004,1238,4
T00018,6048,18
T00005,8930,5
T00015,7993,15
T00013,3855,13
T00017,2238,17
T00011,3305,11
T00027,567,27
T00016,7647,16
T00022,6971,22
T00001,1604,1
T00008,2753,8
T00029,6812,29
T00024,8786,24
T00009,3819,9
T00004,1296,4
T00021,4504,21
T00020,229,20
T00026,6892,26
T00026,709,26
T00009,6210,9
T00015,4019,15
T00006,3192,6
T00014,7734,14
T00001,6072,1
T00008,6827,8
T00023,1774,23
T00023,312,23
T00011,1875,11
T00021,6029,21
T00003,3256,3
T00009,1016,9
T00030,7511,30
T00023,2373,23
T00017,2780,17
T00012,5454,12
T00022,1326,22
T00010,6335,10
T00021,9325,21
T00027,730,27
T00024,6665,24
T00003,5477,3
T00022,3904,22
T00007,6444,7
T00029,1861,29
T00007,3748,7
T00004,7460,4
T00006,5456,6
T00007,3333,7
T00020,8152,20
T00021,1884,21
T00019,1020,19
T00005,2275,5
T00026,3539,26
T00007,3109,7
T00028,4553,28
T00018,4314,18
T00021,7156,21
T00001,1012,1
T00030,6936,30
T00002,3442,2
T00001,158,1
T00018,6344,18
T00008,8408,8
T00014,4258,14
T00019,9474,19
T00025,2773,25
T00016,2353,16
T00009,2159,9
T00021,8615,21
T00022,9961,22
T00023,9020,23
T00004,8193,4
T00012,6392,12
T00027,864,27
T00020,1724,20
T00028,8902,28
T00029,9861,29
T00009,4280,9
T00006,426,6
T00013,9324,13
T00005,5928,5
T00013,5983,13
T00005,9862,5
T00004,9482,4
T00007,9,7
T00012,6187,12
T00016,5444,16
T00004,4230,4
T00023,7511,23
T00006,6973,6
T00022,8162,22
T00018,9323,18
T00002,4546,2
T00009,2768,9
T00005,253,5
T00020,7182,20
T00025,6519,25
T00018,9183,18
T00009,8393,9
T00026,1548,26
T00019,360,19
T00007,3517,7
T00003,7577,3
T00023,1780,23
T00027,8460,27
T00024,692,24
T00007,5951,7
T00024,1730,24
T00030,7040,30
T00009,5949,9
T00009,6466,9
T00028,5363,28
T00026,3591,26
T00008,9706,8
T00003,6505,3
T00001,3468,1
T00027,7605,27
T00021,3378,21
T00029,1788,29
T00001,2893,1
T00012,2036,12
T00003,7336,3
T00025,3372,25
T00029,5213,29
T00007,7713,7
T00016,7823,16
T00026,1331,26
T00006,5063,6
T00025,2144,25
T00002,8437,2
T00011,5228,11
T00011,5023,11
T00012,5925,12
T00001,4820,1
T00003,9185,3
T00003,726,3
T00022,8063,22
T00027,6140,27
T00009,4066,9
T00018,7629,18
T00023,206,23
T00019,8275,19
T00022,3226,22
T00016,8978,16
T00007,2547,7
T00003,9448,3
T00018,314,18
T00001,9937,1
T00008,7224,8
T00008,8321,8
T00022,903,22
T00008,4010,8
T00025,9148,25
T00022,3823,22
T00016,2031,16
T00028,3267,28
T00006,8004,6
T00019,645,19
T00030,3412,30
T00023,3798,23
T00006,2798,6
T00011,3473,11
T00021,744,21
T00010,9936,10
T00003,567,3
T00001,8715,1
T00029,9860,29
T00027,1853,27
T00010,5966,10
T00017,2569,17
T00007,394,7
T00022,8993,22
T00013,323,13
T00013,4895,13
T00029,2460,29
T00015,7842,15
T00005,6126,5
T00019,4557,19
T00016,2986,16
T00003,4745,3
T00030,1669,30
T00006,8064,6
T00001,2748,1
T00026,2316,26
T00019,5644,19
T00022,7608,22
T00028,2203,28
T00029,8921,29
T00013,5459,13
T00011,438,11
T00006,7395,6
T00023,6505,23
T00026,7415,26
T00027,1883,27
T00029,6695,29
T00017,5330,17
T00017,1014,17
T00018,4726,18
T00028,8553,28
T00020,1802,20
T00016,2306,16
T00029,8358,29
T00013,4372,13
T00028,6031,28
T00012,1320,12
T00017,8450,17
T00030,1056,30
T00010,3367,10
T00023,1049,23
T00007,3921,7
T00006,8985,6
T00005,1439,5
T00023,1269,23
T00021,7690,21
T00003,1001,3
T00015,3173,15
T00002,5134,2
T00011,6135,11
T00010,1770,10
T00021,4032,21
T00019,9208,19
T00003,8064,3
T00004,4443,4
T00026,6973,26
T00009,2740,9
T00003,3160,3
T00020,7477,20
T00025,4951,25
T00005,4121,5
T00012,8299,12
T00029,8789,29
T00022,8560,22
T00005,2110,5
T00028,7230,28
T00024,915,24
T00024,8067,24
T00008,4233,8
T00007,3709,7
T00006,8039,6
T00022,2553,22
T00005,2066,5
T00002,4086,2
T00020,833,20
T00022,8692,22
T00026,7576,26
T00013,7343,13
T00006,5362,6
T00010,5061,10
T00019,1727,19
T00027,7216,27
T00027,9700,27
T00006,2238,6
T00018,987,18
T00007,6123,7
T00024,1751,24
T00009,5834,9
T00029,9005,29
T00013,2056,13
T00010,7512,10
T00028,5321,28
T00024,7531,24
T00009,422,9
T00020,7129,20
T00026,1844,26
T00014,8201,14
T00013,3058,13
T00023,7171,23
T00021,7516,21
T00012,6976,12
T00010,3902,10
T00009,6359,9
T00018,2095,18
T00001,7235,1
T00024,2583,24
T00012,1431,12
T00001,4342,1
T00007,4119,7
T00026,7045,26
T00018,4241,18
T00012,6744,12
T00026,9121,26
T00013,338,13
T00026,25,26
T00025,4886,25
T00005,7422,5
T00009,9243,9
T00018,6704,18
T00003,3934,3
T00021,3684,21
T00025,7575,25
T00001,8432,1
T00018,507,18
T00009,525,9
T00009,5960,9
T00030,775,30
T00013,7879,13
T00008,6779,8
T00007,2797,7
T00028,5015,28
T00023,3017,23
T00001,3424,1
T00014,6295,14
T00015,1844,15
T00009,8519,9
T00005,523,5
T00003,7002,3
T00021,5403,21
T00016,6917,16
T00006,8225,6
T00023,5153,23
T00030,8028,30
T00024,8118,24
T00015,3254,15
T00018,1158,18
T00022,3610,22
T00026,4645,26
T00004,6755,4
T00010,2994,10
T00016,1993,16
T00014,5715,14
T00030,7842,30
T00027,1180,27
T00020,3185,20
T00021,2649,21
T00026,8767,26
T00022,4099,22
T00010,3284,10
T00018,2193,18
T00015,8857,15
T00012,6187,12
T00017,3807,17
T00003,7722,3
T00009,8935,9
T00006,8114,6
T00013,9073,13
T00025,1984,25
T00029,930,29
T00003,4842,3
T00020,8910,20
T00026,2158,26
T00029,82,29
T00005,2975,5
T00011,57,11
T00015,8655,15
T00023,9757,23
T00011,6677,11
